Station,Day,Month,Year,Rad,Tmin,Tmax,Hum (kPa),windspeed (m/s),Rain (mm)
'Moree',1,1,1996,21044.45,21.8,32.2,1.98,7.69,0
'Moree',2,1,1996,8096.38,23.5,26.8,2.66,4.36,0.2
'Moree',3,1,1996,9813.71,20.1,27.2,2.31,2.61,19.6
'Moree',4,1,1996,16967.58,20.6,28.4,2.13,5.15,0
'Moree',5,1,1996,18056.34,19.2,29,2.24,6.15,3.8
'Moree',6,1,1996,20108.1,18.3,28,2.17,3.86,26.2
'Moree',7,1,1996,23487.58,18.8,30.3,2.53,3.86,0
'Moree',8,1,1996,13766.38,19.5,27.2,2.29,3.86,0
'Moree',9,1,1996,5664.96,19,23.7,2.43,2.86,7.2
'Moree',10,1,1996,7400.48,20.2,26,2.38,4.4,8.4
'Moree',11,1,1996,27242.68,17.5,30.8,2.14,5.15,4
'Moree',12,1,1996,28735.6,17.4,32.5,2.07,4.36,0
'Moree',13,1,1996,28404.37,18.6,31.7,2.26,4.65,0
'Moree',14,1,1996,29519.18,20.8,32.3,2.21,4.15,0
'Moree',15,1,1996,29950.26,19.4,33.2,1.93,4.9,0
'Moree',16,1,1996,27966.71,21.7,35.6,2.32,4.15,0
'Moree',17,1,1996,23855.65,21,31,1.66,4.11,0.6
'Moree',18,1,1996,28750.32,17.7,32.2,1.76,2.81,0
'Moree',19,1,1996,28997.15,20.1,32.1,1.9,5.65,0
'Moree',20,1,1996,27394.65,21.2,33.1,1.96,7.44,0
'Moree',21,1,1996,21983.43,21.2,32.2,2.4,4.36,6.2
'Moree',22,1,1996,6696.8,21,25,2.57,3.85,4.2
'Moree',23,1,1996,5880.04,19,22,2.2,5.4,20.8
'Moree',24,1,1996,23685.16,19,29.7,2.35,4.9,24.8
'Moree',25,1,1996,26706.56,20.5,32.4,2.6,6.4,0
'Moree',26,1,1996,27345.31,18.1,32.7,2.3,4.86,2.4
'Moree',27,1,1996,27929.88,19.3,33.9,2.45,3.61,0
'Moree',28,1,1996,29342.96,17.2,34.1,1.63,2.61,0
'Moree',29,1,1996,28733.75,14.5,34.6,1.63,3.11,0
'Moree',30,1,1996,30722.46,18.9,38.1,1.74,4.9,0
'Moree',31,1,1996,26092.12,19.6,38.4,2.21,6.19,0
'Moree',1,2,1996,29820.64,23.2,32.1,1.4,5.65,0.2
'Moree',2,2,1996,27864.99,13.8,33.4,1.03,3.11,0
'Moree',3,2,1996,28291.39,14.2,33.6,1.14,4.4,0
'Moree',4,2,1996,28875.05,16.5,34.8,1.76,4.11,0
'Moree',5,2,1996,26418.6,22.8,33.8,2.24,7.44,0
'Moree',6,2,1996,27051.06,19.4,32.8,2.34,3.86,17
'Moree',7,2,1996,30595.64,22.4,36.1,2.32,3.11,0
'Moree',8,2,1996,27327.54,20.1,36.6,2.05,8.69,0
'Moree',9,2,1996,23587.31,17.7,23.9,1.51,7.44,10.8
'Moree',10,2,1996,15863.36,10.5,22.2,1.01,5.15,0
'Moree',11,2,1996,23384.22,12.3,26.6,1.2,5.15,0
'Moree',12,2,1996,26764.82,12.3,28.3,0.98,5.94,0
'Moree',13,2,1996,25366.11,12.7,27.7,1.24,5.65,0
'Moree',14,2,1996,24339.9,12.3,27.3,1.09,6.44,0
'Moree',15,2,1996,23538.83,12.8,29.3,1.23,5.9,0
'Moree',16,2,1996,19347.05,13.3,28.7,1.32,2.86,0
'Moree',17,2,1996,6795.35,17.2,23.3,1.82,3.36,0
'Moree',18,2,1996,26214.55,15.1,32.8,1.6,3.36,1
'Moree',19,2,1996,28997.35,17.2,35.4,1.74,4.65,0
'Moree',20,2,1996,29206.03,20.2,35.4,1.66,4.4,0
'Moree',21,2,1996,23304.97,19.4,31.8,1.39,5.15,0
'Moree',22,2,1996,23598.95,14,30.3,1.27,5.65,0
'Moree',23,2,1996,21136.39,13.3,29.5,1.32,5.15,0
'Moree',24,2,1996,19698.98,15.2,30.3,1.39,3.61,0
'Moree',25,2,1996,26179.76,17.6,30.4,1.27,4.65,0.2
'Moree',26,2,1996,26951.67,14.6,30.6,1.38,3.61,0
'Moree',27,2,1996,28389.47,18,33.1,1.61,4.9,0
'Moree',28,2,1996,19450.74,20.4,31.2,1.85,5.9,0
'Moree',29,2,1996,6595.19,19,23.9,2.22,3.35,1.8
'Moree',1,3,1996,25555.48,14.2,30.4,1.6,2.61,2.2
'Moree',2,3,1996,26157.33,13.1,32.8,1.76,3.86,0
'Moree',3,3,1996,22899.56,19.6,32.2,1.75,4.4,0
'Moree',4,3,1996,25842.65,20.7,31.8,1.59,4.86,0
'Moree',5,3,1996,25540.12,15.7,31.1,1.47,4.9,0
'Moree',6,3,1996,26872.75,15.8,32.4,1.39,5.15,0
'Moree',7,3,1996,26099.18,16.6,32.9,1.53,3.11,0
'Moree',8,3,1996,26236.38,17.6,31.7,1.37,4.11,0
'Moree',9,3,1996,23095.75,14.8,29.5,1.26,6.4,0
'Moree',10,3,1996,25082.94,13.9,29.8,1.12,5.4,0
'Moree',11,3,1996,25868.03,14.4,31.1,1.23,3.11,0
'Moree',12,3,1996,26074.58,16,31.4,1.38,4.9,0
'Moree',13,3,1996,25278.06,16.8,31.2,1.54,3.86,0
'Moree',14,3,1996,24988.16,15,33.2,1.37,3.86,0
'Moree',15,3,1996,27325.12,16.2,34.1,1.03,5.11,0
'Moree',16,3,1996,23963.89,19.1,31.6,1.29,8.44,0
'Moree',17,3,1996,26215.46,20.4,30.3,1.29,6.94,0
'Moree',18,3,1996,25297.98,11,30,0.63,5.94,0
'Moree',19,3,1996,24566.01,9.2,31.4,0.92,5.94,0
'Moree',20,3,1996,25261.77,11.2,31.3,0.99,4.11,0
'Moree',21,3,1996,23796.76,12.1,27.9,0.85,5.65,0
'Moree',22,3,1996,23564.71,9.4,29.7,1.01,5.9,0
'Moree',23,3,1996,20775.15,14.9,29.4,1.21,3.86,0
'Moree',24,3,1996,21872.89,14.8,29.3,1.4,5.15,0
'Moree',25,3,1996,22672.27,15.8,30.4,1.3,3.86,0
'Moree',26,3,1996,23779.03,14.7,30.8,1.23,3.61,0
'Moree',27,3,1996,24044.86,15,30.3,1.28,3.61,0
'Moree',28,3,1996,24474.69,13.7,31.1,1.32,2.86,0
'Moree',29,3,1996,25944.76,16.5,31.3,1.31,4.15,0
'Moree',30,3,1996,21951.63,20.7,31.1,1.61,4.11,0
'Moree',31,3,1996,27311.81,19.6,34.1,1.6,5.9,0
'Moree',1,4,1996,24249.33,11.1,27.4,0.69,8.44,0
'Moree',2,4,1996,23838.49,9.8,27.7,0.68,6.69,0
'Moree',3,4,1996,22817.58,8.3,28.6,0.59,3.85,0
'Moree',4,4,1996,21838.05,7.6,29.6,0.66,3.06,0
'Moree',5,4,1996,22512.71,9,30.6,0.68,4.11,0
'Moree',6,4,1996,23640.16,10.7,31.3,0.76,3.11,0
'Moree',7,4,1996,23739.78,15.2,32,1.51,6.15,0
'Moree',8,4,1996,10198.22,19.5,28.5,1.46,5.15,0
'Moree',9,4,1996,6312.11,13.8,19.8,0.79,5.11,0
'Moree',10,4,1996,19642.21,4.5,23.1,0.65,2.56,0
'Moree',11,4,1996,19475.6,4.6,20.9,0.51,5.4,0
'Moree',12,4,1996,19904.62,4.1,22.4,0.55,5.9,0
'Moree',13,4,1996,15496.01,4.8,24.6,0.62,2.81,0
'Moree',14,4,1996,22187.74,8.1,27.7,0.73,6.71,0
'Moree',15,4,1996,20498.57,6.5,23.6,0.79,4.65,0
'Moree',16,4,1996,20696.02,7,24.7,0.89,3.1,0
'Moree',17,4,1996,20129.3,5.4,23.6,0.82,4.1,0
'Moree',18,4,1996,19845.67,4.3,21.3,0.58,4.15,0
'Moree',19,4,1996,19689.19,3.7,22.4,0.65,3.31,0
'Moree',20,4,1996,19992.22,3.4,25.4,0.72,3.86,0
'Moree',21,4,1996,21966.84,8.8,27.4,1.11,3.61,0
'Moree',22,4,1996,22517.79,9.6,28.8,0.94,1.81,0
'Moree',23,4,1996,18187.24,12.5,26.6,1.18,5.4,0
'Moree',24,4,1996,3861.7,16,20.5,2.03,2.61,8.4
'Moree',25,4,1996,18369.79,18,25.9,1.95,3.36,12.2
'Moree',26,4,1996,22197.78,12.7,28.6,1.89,2.86,0
'Moree',27,4,1996,17303.8,16,27.4,2.03,3.11,0
'Moree',28,4,1996,20685.59,14,29.9,1.39,4.11,0
'Moree',29,4,1996,14886.6,14.5,25.4,1.14,4.9,0
'Moree',30,4,1996,2597.32,14.2,16.8,1.58,4.11,4.8
'Moree',1,5,1996,2344.7,14.5,16.6,1.66,6.71,11.2
'Moree',2,5,1996,4245.25,14,19.2,1.72,3.11,18.2
'Moree',3,5,1996,7169.73,15.1,26.4,1.81,5.65,4
'Moree',4,5,1996,6813.06,17.5,24.9,2.02,3.61,0.6
'Moree',5,5,1996,6303.29,18.3,22.4,2.07,5.11,11
'Moree',6,5,1996,21698.21,17.5,26.8,2.02,3.11,0.6
'Moree',7,5,1996,19870.98,14.7,27.2,1.7,3.11,0
'Moree',8,5,1996,21851.99,13.2,27,1.55,1.81,0
'Moree',9,5,1996,21335.82,13.7,26.4,1.44,3.6,0
'Moree',10,5,1996,20025.2,13,24.4,1.35,3.61,0
'Moree',11,5,1996,20477.01,10.9,24.6,1.41,3.61,0
'Moree',12,5,1996,14571.37,10.2,24.1,1.43,3.61,0
'Moree',13,5,1996,18695.67,10.7,25.1,1.51,3.11,0
'Moree',14,5,1996,17558.81,6.6,21,1.07,2.11,0
'Moree',15,5,1996,17350.49,11.5,22.4,1.18,4.9,5
'Moree',16,5,1996,11797.26,8.4,21.6,1.09,5.15,3.4
'Moree',17,5,1996,16112.88,8.9,22.1,1.08,5.69,0.2
'Moree',18,5,1996,19976.14,8.9,23.5,1.16,4.65,0
'Moree',19,5,1996,16963.64,10.7,23.4,1.28,3.11,0
'Moree',20,5,1996,18958.91,10.2,21.4,1.21,6.15,13
'Moree',21,5,1996,17231.87,6.8,19.4,1.09,3.31,0.6
'Moree',22,5,1996,15599.77,2.3,19,0.87,2.56,0
'Moree',23,5,1996,16091.82,1.2,20,0.78,1.56,0
'Moree',24,5,1996,17390.54,2.2,20.6,0.78,2.56,0
'Moree',25,5,1996,17624.9,3.4,22,0.92,2.36,0
'Moree',26,5,1996,18332.96,5.8,22.6,0.99,4.15,0
'Moree',27,5,1996,14588.2,5.6,21.8,1.12,3.36,0
'Moree',28,5,1996,14541.76,6.6,20.8,1.11,3.31,0
'Moree',29,5,1996,16501.87,2.6,20,0.83,5.9,0
'Moree',30,5,1996,17595.39,3.3,22.5,0.95,3.61,0
'Moree',31,5,1996,15898.55,6.4,23,1.12,3.36,0
'Moree',1,6,1996,17005.34,9.7,23.8,1.19,3.61,0
'Moree',2,6,1996,12233.31,10.6,23.6,1.54,2.31,0
'Moree',3,6,1996,18726.08,10.2,25,1.38,3.36,0
'Moree',4,6,1996,16011.1,11,24.1,1.52,3.11,0
'Moree',5,6,1996,12538.54,11.4,23.9,1.51,2.06,0
'Moree',6,6,1996,13469.97,15.6,23.2,1.53,5.4,0
'Moree',7,6,1996,3960.86,11.8,16.8,1.6,2.31,2.6
'Moree',8,6,1996,12856.5,3.8,17.2,0.96,3.36,0
'Moree',9,6,1996,13984.83,2.7,17.8,0.95,2.36,0
'Moree',10,6,1996,15041.4,3.7,20.3,1.09,3.36,0
'Moree',11,6,1996,12863.01,7.4,20.7,1.05,3.11,0
'Moree',12,6,1996,17105.58,5.2,19.4,0.96,3.36,0
'Moree',13,6,1996,16068.21,3.7,20.3,0.84,2.11,0
'Moree',14,6,1996,5592.72,7.5,17.4,0.96,2.31,0
'Moree',15,6,1996,1407.8,11,14.8,1.23,3.11,0
'Moree',16,6,1996,11682.78,9.9,18.2,1.36,3.11,21
'Moree',17,6,1996,15514.54,6.8,19.4,1.27,3.36,0
'Moree',18,6,1996,16499.09,5.3,20.3,1.21,2.36,0
'Moree',19,6,1996,10715.69,6.4,19.1,1.26,2.86,0
'Moree',20,6,1996,15453.96,5.6,21.5,1.1,3.11,0
'Moree',21,6,1996,11474.94,10.2,21.1,1.33,3.11,0.2
'Moree',22,6,1996,1170.62,11.1,15.7,1.42,4.36,0.2
'Moree',23,6,1996,17368.96,13.3,19.5,1.19,9,4.6
'Moree',24,6,1996,15836.48,7.8,16.5,1.05,6.94,0
'Moree',25,6,1996,15836.48,4.5,13.5,1,2.86,0
'Moree',26,6,1996,15880.23,7.8,17.6,1.03,6.15,1.2
'Moree',27,6,1996,14875.23,3.2,15.6,0.76,8.5,0
'Moree',28,6,1996,10078.45,2.2,15.5,0.86,1.56,0
'Moree',29,6,1996,13361.51,1.5,19.9,0.83,4.36,0
'Moree',30,6,1996,14900.27,5,15.9,0.83,5.4,0
'Moree',1,7,1996,10677.82,1.7,16,1.01,2.86,0
'Moree',2,7,1996,14276.62,2.4,17.5,0.95,2.06,0
'Moree',3,7,1996,2542.88,3.1,15.6,1,1.06,0
'Moree',4,7,1996,16135.27,5.7,21.5,1.03,4.86,0
'Moree',5,7,1996,14463.8,7.4,21.7,1.23,5.65,0
'Moree',6,7,1996,1869.14,13,15.5,1.59,4.86,12.4
'Moree',7,7,1996,14196.95,3.6,14.2,0.94,4.9,2
'Moree',8,7,1996,11970.21,1.1,14.2,0.85,1.31,0
'Moree',9,7,1996,13719.08,1.1,16.4,0.95,2.36,0
'Moree',10,7,1996,8689.35,2.3,16.7,1,3.36,0
'Moree',11,7,1996,14902.54,1.6,16.4,0.94,3.11,0
'Moree',12,7,1996,13215.03,0.4,16.5,0.71,3.36,0
'Moree',13,7,1996,4543.92,4.4,11.3,0.96,4.9,1.8
'Moree',14,7,1996,3579.5,5.2,10.1,0.81,6.19,2.4
'Moree',15,7,1996,10719.06,3.7,12.6,0.78,6.15,0
'Moree',16,7,1996,13566.63,-0.2,13.7,0.77,5.15,0
'Moree',17,7,1996,8450.56,-2.1,13.4,0.74,2.11,0
'Moree',18,7,1996,14920.51,2.6,16.7,0.88,2.36,0
'Moree',19,7,1996,16345.15,3.2,23.9,0.94,7.69,0
'Moree',20,7,1996,16281.81,10.9,18.7,0.82,6.15,0
'Moree',21,7,1996,14875.53,6.4,13.6,0.88,7.44,3.2
'Moree',22,7,1996,15015.58,4.2,14.7,0.81,3.11,0
'Moree',23,7,1996,14966.11,-0.3,17.6,0.8,3.36,0
'Moree',24,7,1996,7104.8,4.4,17.6,0.8,3.61,0
'Moree',25,7,1996,16679.57,1.6,20.1,0.89,3.61,0
'Moree',26,7,1996,9900.18,6.6,23.8,1.2,9.25,0
'Moree',27,7,1996,3852.5,15.1,18.5,1.57,10.5,0
'Moree',28,7,1996,10723.72,10,16.5,1.25,4.36,34.2
'Moree',29,7,1996,10163.05,10.4,15.9,1.28,5.15,0.4
'Moree',30,7,1996,1157.04,7,10.7,1.07,5.65,0.8
'Moree',31,7,1996,10305.6,7.1,13,1.02,4.61,8.8
'Moree',1,8,1996,15918.4,2.8,17.8,0.99,4.36,0
'Moree',2,8,1996,16945.53,7.9,18.5,1.03,5.15,0
'Moree',3,8,1996,11312.23,7,20.5,1.27,3.11,0.2
'Moree',4,8,1996,17334.66,4.2,19.7,1.01,3.36,0
'Moree',5,8,1996,13801.65,4,18.7,0.91,3.85,0
'Moree',6,8,1996,16004.13,2.6,19.3,0.9,3.61,0
'Moree',7,8,1996,12771.51,8.7,16,1.21,4.11,4.8
'Moree',8,8,1996,10641.47,0.6,14.8,0.8,4.1,0
'Moree',9,8,1996,14346.7,2.2,14,0.69,5.65,0
'Moree',10,8,1996,14807.94,-0.1,14.7,0.76,3.86,0
'Moree',11,8,1996,16598.33,0.4,19,0.84,2.56,0
'Moree',12,8,1996,16786.94,1.2,19.7,0.88,3.11,0
'Moree',13,8,1996,17906.46,1.8,21,0.83,2.86,0
'Moree',14,8,1996,19551.6,3.5,23.8,0.83,4.9,0
'Moree',15,8,1996,19782.61,4.9,24.5,1.01,3.86,0
'Moree',16,8,1996,11636.07,8.4,22.8,1.3,4.65,0
'Moree',17,8,1996,9640.65,8.7,18.3,1,1.81,0
'Moree',18,8,1996,10028.15,6.5,19,1.16,4.11,0
'Moree',19,8,1996,12435.61,3.1,10.4,0.67,8.75,0.4
'Moree',20,8,1996,14604.35,-1,13.5,0.62,4.11,0
'Moree',21,8,1996,15400.5,-2.2,16.7,0.63,2.06,0
'Moree',22,8,1996,7750.4,1.8,18.5,0.71,3.36,0
'Moree',23,8,1996,17856.88,9,21,0.89,2.86,0
'Moree',24,8,1996,17850.57,9.1,22,0.87,5.4,0
'Moree',25,8,1996,18884.34,0.3,22.6,0.65,4.15,0
'Moree',26,8,1996,19235.26,1.6,23.8,0.93,3.36,0
'Moree',27,8,1996,16521.4,7.3,24.4,1.15,4.65,0
'Moree',28,8,1996,12135.96,14.2,23.2,1.43,3.86,0.4
'Moree',29,8,1996,4740,9.1,22.5,1.69,3.86,0.6
'Moree',30,8,1996,3887.62,13,17.9,1.62,6.94,14
'Moree',31,8,1996,1492.82,8,12,1.13,10.56,9.4
'Moree',1,9,1996,18282.85,6.9,17.6,0.97,7.44,3.2
'Moree',2,9,1996,16513.13,2.1,18.6,0.73,3.61,0
'Moree',3,9,1996,16553.59,4.5,15.1,0.82,7.94,0
'Moree',4,9,1996,15405.6,1.9,18.4,0.99,2.81,0
'Moree',5,9,1996,18076.97,4,21.4,0.94,4.36,0
'Moree',6,9,1996,16657.02,3,19.7,1.05,3.85,0
'Moree',7,9,1996,17944.5,3.4,23,0.94,3.61,0
'Moree',8,9,1996,20424.43,9.2,22.9,0.94,3.9,0
'Moree',9,9,1996,19998.73,8,22.4,1.01,2.36,0
'Moree',10,9,1996,20249.96,9.4,21,0.9,5.9,0
'Moree',11,9,1996,18555.82,1.8,23.5,0.77,3.86,0
'Moree',12,9,1996,19465.51,13.4,24.2,1.06,7.19,0
'Moree',13,9,1996,16798.97,4,17.5,0.62,5.65,0
'Moree',14,9,1996,16759.59,0.2,20.1,0.66,3.61,0
'Moree',15,9,1996,19094.03,2.3,23.2,0.84,2.86,0
'Moree',16,9,1996,22055.39,5.1,30.1,0.88,5.15,0
'Moree',17,9,1996,24140.2,13.6,30.5,1.08,3.85,0
'Moree',18,9,1996,22994.48,11.9,28.4,1.27,5.9,0
'Moree',19,9,1996,23297.95,14.1,27.5,1.15,10.81,0
'Moree',20,9,1996,11773.91,14,19.1,1.31,5.65,11.2
'Moree',21,9,1996,10448.48,4.1,15.7,0.81,6.4,0.8
'Moree',22,9,1996,17922.59,2,19,0.85,5.69,0
'Moree',23,9,1996,18629.14,1.6,22.8,0.78,2.36,0
'Moree',24,9,1996,22733.14,5.5,30.8,0.77,6.44,0
'Moree',25,9,1996,20916.14,8.4,28.4,1.17,3.06,0
'Moree',26,9,1996,14254.13,14.5,27.1,1.5,3.61,0
'Moree',27,9,1996,22243.8,15.9,31.9,1.34,4.61,0
'Moree',28,9,1996,15841.06,15.4,29.4,1.44,4.15,1.2
'Moree',29,9,1996,15096.18,15.6,26.9,1.63,9.31,0.4
'Moree',30,9,1996,17540.55,14,24,1.14,3.85,11.8
'Moree',1,10,1996,21651.07,9.4,20.6,0.78,5.9,0
'Moree',2,10,1996,20498.56,4.7,23.3,0.81,3.36,0
'Moree',3,10,1996,19102.13,9.2,27.5,1.21,4.36,0
'Moree',4,10,1996,16098.45,14.7,26.9,1.3,5.15,0
'Moree',5,10,1996,16934.58,13.2,29.3,1.76,4.1,0
'Moree',6,10,1996,6799.28,16.5,22,2.03,4.4,1.2
'Moree',7,10,1996,18342.94,15.4,25.5,1.54,3.36,13
'Moree',8,10,1996,13112.55,13.2,23.2,1.25,4.9,1
'Moree',9,10,1996,22049.39,12.1,24.8,1.15,2.36,0
'Moree',10,10,1996,21944.62,9.3,27.8,1.35,2.36,0
'Moree',11,10,1996,25279.5,12.7,32.1,1.55,4.36,0
'Moree',12,10,1996,12779.73,21.8,25.3,1.55,8.19,0
'Moree',13,10,1996,21924.94,4.8,25.4,0.86,1.81,0.2
'Moree',14,10,1996,22805.49,8.5,27.2,1.15,4.15,0
'Moree',15,10,1996,24577.31,11,27.7,1.08,4.15,0
'Moree',16,10,1996,24630.76,10.4,27.1,0.9,4.9,0
'Moree',17,10,1996,24285.75,15.2,29.2,1.41,4.65,0
'Moree',18,10,1996,7144.39,17.4,23.9,1.73,5.15,0.4
'Moree',19,10,1996,18042.83,17,28.2,1.91,3.06,0.2
'Moree',20,10,1996,26157.1,12.8,24.4,0.84,8.44,4
'Moree',21,10,1996,22652.31,5.5,26.3,1.03,3.61,0
'Moree',22,10,1996,24572.73,8.9,27.7,0.83,3.61,0
'Moree',23,10,1996,24819.58,9.8,27.5,0.82,3.36,0
'Moree',24,10,1996,24910.08,10.5,27.6,1.08,3.11,0
'Moree',25,10,1996,26522.26,12.6,28.4,0.92,4.15,0
'Moree',26,10,1996,27472.51,12.5,32.2,0.96,2.86,0
'Moree',27,10,1996,28242.64,16.3,31.1,1.25,5.15,0
'Moree',28,10,1996,24245.13,18.3,31.9,1.3,6.65,0
'Moree',29,10,1996,26016.46,13.5,34.1,1.16,4.9,0.4
'Moree',30,10,1996,27982.3,13,32.2,1.06,3.36,0
'Moree',31,10,1996,24754.19,12.5,30.3,1.17,4.9,0
'Moree',1,11,1996,21270.59,11.7,27.8,1.09,3.86,0
'Moree',2,11,1996,26545.79,12.5,28.3,0.87,5.65,0
'Moree',3,11,1996,25694.89,11.5,29.3,0.83,6.69,0
'Moree',4,11,1996,14915.95,16.1,26.7,1.13,6.9,0
'Moree',5,11,1996,8835,15.8,21.4,1.74,1.81,7.2
'Moree',6,11,1996,20380.42,11.3,26.3,1.08,4.11,2.6
'Moree',7,11,1996,24515.07,9.4,26.6,0.93,3.6,0
'Moree',8,11,1996,14051.94,9.9,26.5,1.22,3.11,0
'Moree',9,11,1996,22656.82,13.4,29.8,1.33,3.11,0
'Moree',10,11,1996,27945.66,15.8,26.4,0.56,8.44,0
'Moree',11,11,1996,24510.29,10,25.9,0.37,7.21,0
'Moree',12,11,1996,25724.34,8,30.3,0.45,5.4,0
'Moree',13,11,1996,28342,9.5,35.6,0.44,4.15,0
'Moree',14,11,1996,30225.65,17.9,40.2,0.44,8.5,0
'Moree',15,11,1996,30674.33,15.2,41.1,0.84,5.9,0
'Moree',16,11,1996,27967.54,22.8,38.5,0.89,3.86,0
'Moree',17,11,1996,16992.05,22.1,34,1.9,9.25,0.2
'Moree',18,11,1996,26164.33,12.4,27.1,1.01,7.19,0.2
'Moree',19,11,1996,25820.77,8.6,28.3,0.73,3.11,0
'Moree',20,11,1996,26517.97,14.5,30.1,1.17,6.15,0
'Moree',21,11,1996,21216.49,12,30.3,1.08,4.6,0
'Moree',22,11,1996,25933.42,8.2,25.9,0.43,6.69,0
'Moree',23,11,1996,20911.79,7.1,22.2,0.71,2.61,0
'Moree',24,11,1996,21597.96,8.6,25.3,1.16,6.69,1.8
'Moree',25,11,1996,27009.22,9.2,29.9,0.9,2.61,3.4
'Moree',26,11,1996,29530.33,12.4,35.6,1.03,4.9,0
'Moree',27,11,1996,30389.35,13.8,39.4,0.56,5.4,0
'Moree',28,11,1996,32676.15,18.3,42.5,0.59,7.19,0
'Moree',29,11,1996,30522.64,24.7,40.6,0.75,9.25,0
'Moree',30,11,1996,29529.41,17.7,34.1,0.4,6.94,0
'Moree',1,12,1996,29024.71,13.1,37.5,0.5,2.61,0
'Moree',2,12,1996,13654.35,24.7,33.1,1.38,4.65,0
'Moree',3,12,1996,25799.51,19.9,36.7,1.99,2.81,3.8
'Moree',4,12,1996,15358.51,20.6,31.2,1.71,5.9,0.6
'Moree',5,12,1996,28593.06,15.7,35.2,1.28,2.86,0
'Moree',6,12,1996,26614.38,21.4,35.4,1.52,9.81,0
'Moree',7,12,1996,8058.57,18,24.9,2.05,4.86,32.8
'Moree',8,12,1996,21851.92,18.1,28.7,1.93,1.81,18
'Moree',9,12,1996,26307.56,13.1,29.4,1.1,2.31,0
'Moree',10,12,1996,28253.43,13.6,32.5,0.71,2.86,0
'Moree',11,12,1996,27144.65,17.2,34.2,1.35,5.15,0
'Moree',12,12,1996,29419.48,19.4,33.1,1.61,3.35,0.6
'Moree',13,12,1996,29894.54,16.4,32.9,1.27,4.15,0
'Moree',14,12,1996,25868.56,14.9,30.3,1.21,3.6,0
'Moree',15,12,1996,22057.43,17.4,30.6,1.43,3.36,0
'Moree',16,12,1996,28733.09,17.9,32.4,1.37,6.15,0
'Moree',17,12,1996,15929.22,21.6,31,1.65,4.9,0
'Moree',18,12,1996,10475.42,20.2,26.7,2.21,4.15,7.4
'Moree',19,12,1996,28116.67,15,28.9,1.32,4.15,8.4
'Moree',20,12,1996,27681.08,12.8,29.3,0.94,5.65,0
'Moree',21,12,1996,26821.42,16.7,31.1,1.34,3.61,0
'Moree',22,12,1996,29309.02,14.7,30.5,1.05,4.9,0
'Moree',23,12,1996,29038.48,16,33.2,1.41,3.6,0
'Moree',24,12,1996,31444.76,19.2,35.6,1.56,4.4,0
'Moree',25,12,1996,31672.96,20,34,1.41,4.9,0
'Moree',26,12,1996,31264.12,19.3,35.3,1.28,4.4,0
'Moree',27,12,1996,26153.03,21.9,33.6,1.64,3.36,0
'Moree',28,12,1996,27737.62,19.2,32.9,1.63,4.11,4.6
'Moree',29,12,1996,29879.22,20.7,35.2,1.68,4.11,0
'Moree',30,12,1996,27864.72,21.1,37,1.68,7.19,0
'Moree',31,12,1996,27109.55,16.9,30.9,1.5,2.85,8.4
'Moree',1,1,1997,28619.36,13.5,32.9,1.35,1.81,0
'Moree',2,1,1997,24099.63,16.6,31.7,1.52,3.06,0
'Moree',3,1,1997,28076.06,15.8,32.8,1.31,2.06,0
'Moree',4,1,1997,27218.31,16.2,31.4,1.11,2.86,0
'Moree',5,1,1997,23926.98,14.8,30,1.06,3.86,0
'Moree',6,1,1997,24805.44,16.4,31.5,1.29,2.31,0
'Moree',7,1,1997,30338.97,19.5,35.3,1.37,8,0
'Moree',8,1,1997,28247.8,10.9,30.6,0.6,3.86,0
'Moree',9,1,1997,28888.06,13.7,33,1.09,3.86,0
'Moree',10,1,1997,30127.6,15.2,34.7,1.02,4.11,0
'Moree',11,1,1997,29453.73,18,33.8,1.45,2.56,0
'Moree',12,1,1997,18977.87,17.8,30,1.27,4.65,0
'Moree',13,1,1997,15237.71,18.1,27,1.17,5.4,0
'Moree',14,1,1997,28795.29,18.7,32.1,1.11,5.65,0
'Moree',15,1,1997,28739.36,17.1,32.2,1.13,5.65,0
'Moree',16,1,1997,28721.34,19.2,33.7,1.28,4.35,0
'Moree',17,1,1997,29632.13,18.8,37.2,1.25,5.15,0
'Moree',18,1,1997,14476.36,23.3,30.6,1.87,4.4,0
'Moree',19,1,1997,28400.57,17.3,31.1,1.61,4.86,9
'Moree',20,1,1997,29326.79,14.7,32.2,1.2,5.65,0
'Moree',21,1,1997,29605.68,15.8,32.8,1.24,5.65,0
'Moree',22,1,1997,29581.89,18.2,32.5,1.25,4.9,0
'Moree',23,1,1997,30037.93,19.9,35.4,1.46,4.85,0
'Moree',24,1,1997,19523.84,21.1,34.3,1.62,4.65,0
'Moree',25,1,1997,13724.4,19.2,30.1,1.76,2.56,0
'Moree',26,1,1997,19543.53,19.8,31,1.69,3.11,0.2
'Moree',27,1,1997,26471.46,17,33.5,1.69,4.61,0
'Moree',28,1,1997,14030.78,22.4,31.4,1.99,6.65,0
'Moree',29,1,1997,6786.79,21.2,22.9,2.46,5.4,16.4
'Moree',30,1,1997,9041.4,20.5,24.6,2.54,3.85,52.8
'Moree',31,1,1997,21751.66,21.4,30.9,2.53,4.4,44.4
'Moree',1,2,1997,17049.51,23.9,32.2,2.52,3.6,0
'Moree',2,2,1997,9503.74,22.8,27.9,2.56,3.86,2.4
