Station,Day,Month,Year,Rad,Tmin,Tmax,Hum (kPa),windspeed (m/s),Rain (mm)
'Moree',9,3,1998,24743.08,18.5,32.6,1.52,4.4,0
'Moree',10,3,1998,27003.96,19.1,34.1,1.64,4.11,0
'Moree',11,3,1998,28109.16,17.4,34.5,1.26,4.15,0
'Moree',12,3,1998,27026.6,15.4,34.6,1.32,4.65,0
'Moree',13,3,1998,28587.84,17.1,35.8,1.28,4.11,0
'Moree',14,3,1998,29120.06,16.5,39.5,1,3.61,0
'Moree',15,3,1998,28114.14,19.1,40.4,1.08,4.9,0
'Moree',16,3,1998,26892.33,23.3,38.6,1.86,5.65,0
'Moree',17,3,1998,27717.9,19.7,36.1,1.17,3.85,0
'Moree',18,3,1998,27975.08,15.2,35.8,0.58,3.11,0
'Moree',19,3,1998,26630.88,20.8,33.8,1.61,4.9,0
'Moree',20,3,1998,27891.2,19.3,33.2,1.32,3.9,0
'Moree',21,3,1998,28216.1,19.5,34.4,1.53,4.15,0
'Moree',22,3,1998,27682.24,18.6,35.2,1.49,4.65,0
'Moree',23,3,1998,27776.11,20.8,33.7,1.32,5.4,0
'Moree',24,3,1998,27499.02,18.9,35.4,1.42,3.86,0
'Moree',25,3,1998,26076.88,20.2,34.8,1.6,3.11,0
'Moree',26,3,1998,26208.79,17.5,33,1.39,5.15,1.2
'Moree',27,3,1998,26139.97,15.3,32.7,1.31,2.86,0
'Moree',28,3,1998,26178.77,15.8,35.8,1.26,3.36,0
'Moree',29,3,1998,27215.67,19.1,33.8,0.87,5.65,0
'Moree',30,3,1998,24878.37,10.5,31.6,0.43,2.56,0
'Moree',31,3,1998,21603.2,12.2,31.7,0.62,3.6,0
'Moree',1,4,1998,8548.23,14.4,24.8,0.73,4.9,0
'Moree',2,4,1998,14607.81,12.4,29.3,1.22,3.11,0
'Moree',3,4,1998,24442.71,16.3,29.3,1.29,3.11,0
'Moree',4,4,1998,24614.26,13.1,31.4,1.22,2.61,0
'Moree',5,4,1998,24781.02,13.7,31.1,1.14,2.36,0
'Moree',6,4,1998,24989.02,14.6,31.9,1.42,3.06,0
'Moree',7,4,1998,25238.06,15.9,30.8,1.18,3.06,0
'Moree',8,4,1998,24618.23,16.1,31.1,1.41,3.9,0
'Moree',9,4,1998,17897.17,17.5,32.7,1.2,3.61,0
'Moree',10,4,1998,23586.45,20,30.9,1.29,3.9,0.2
'Moree',11,4,1998,22745.56,8.5,29.2,0.48,3.11,0
'Moree',12,4,1998,20038.5,12.4,34,1.23,7.19,0
'Moree',13,4,1998,11354.74,23.4,25.9,0.92,4.86,0
'Moree',14,4,1998,6720.15,16.3,21.1,1.02,3.61,0
'Moree',15,4,1998,7668.92,15.3,24,1.51,2.86,0
'Moree',16,4,1998,9745.98,11.8,25.3,1.22,4.15,0.2
'Moree',17,4,1998,19494.94,15.8,28.4,1.22,4.36,0
'Moree',18,4,1998,23392.6,14.4,29,1.1,3.11,0
'Moree',19,4,1998,21816.94,13.7,28.4,1.17,3.61,0
'Moree',20,4,1998,10938.7,16.4,25.7,1.21,5.9,0
'Moree',21,4,1998,9449.49,19,26.2,1.45,6.15,0
'Moree',22,4,1998,5211.28,19.2,22.1,2.2,6.69,1.2
'Moree',23,4,1998,3163.07,15.9,18.2,1.87,2.31,14
'Moree',24,4,1998,6095.18,15.8,20.3,1.84,5.4,24
'Moree',25,4,1998,13445.61,16.6,22.9,1.49,3.61,0
'Moree',26,4,1998,20401.09,10.1,19.9,0.79,5.4,0
'Moree',27,4,1998,17988.69,6.9,21.5,1.04,3.86,0
'Moree',28,4,1998,20028.01,6.8,24.1,1,2.86,0
'Moree',29,4,1998,18602.27,10.3,26.1,1.29,3.11,0
'Moree',30,4,1998,21578.83,11.6,27.9,1.31,4.15,0
'Moree',1,5,1998,18513.55,12.7,28.8,1.3,3.61,0
'Moree',2,5,1998,10048.8,15.4,23.8,1.57,4.11,0
'Moree',3,5,1998,16256.44,11.2,25.9,1.5,2.61,0.6
'Moree',4,5,1998,3333.53,16,17.3,1.77,4.9,7.2
'Moree',5,5,1998,9287.33,15.9,20.7,1.79,4.6,14.2
'Moree',6,5,1998,15495.28,14.1,20.5,1.39,5.11,9.2
'Moree',7,5,1998,18642.65,8.3,21.5,1.07,2.06,0
'Moree',8,5,1998,14684.72,7.6,21.2,1.13,2.06,0
'Moree',9,5,1998,17614.78,4.4,17.6,0.62,4.9,0
'Moree',10,5,1998,16649.62,1.4,18.1,0.69,2.06,0
'Moree',11,5,1998,10676.67,3.8,20.8,0.75,2.86,0
'Moree',12,5,1998,13567.25,5.4,22,0.84,3.36,0
'Moree',13,5,1998,17305.4,7.9,25.2,0.97,5.15,0
'Moree',14,5,1998,5445.1,15.9,21.5,1.54,3.86,0
'Moree',15,5,1998,3209.74,15.7,17.9,1.84,3.11,13.8
'Moree',16,5,1998,6989.73,15.3,22,1.76,2.06,3.2
'Moree',17,5,1998,4464.49,16.8,18.7,1.96,3.61,31
'Moree',18,5,1998,14189.11,14.7,21.9,1.72,4.65,7.2
'Moree',19,5,1998,13960.76,12.4,20.7,1.56,5.94,1.4
'Moree',20,5,1998,18033.37,9.1,22.1,1.22,5.65,0
'Moree',21,5,1998,16557.58,7.4,16,0.89,7.44,0
'Moree',22,5,1998,15971.51,3.6,17.9,0.94,3.61,0
'Moree',23,5,1998,17638.17,3.2,20.2,0.78,2.11,0
'Moree',24,5,1998,16304.71,5.5,17.7,0.84,4.9,0
'Moree',25,5,1998,13827.49,3.4,15.9,0.86,6.19,0
'Moree',26,5,1998,17357.22,3.3,21.6,0.92,3.11,0
'Moree',27,5,1998,17482.63,5.5,21.2,1.01,2.36,0
'Moree',28,5,1998,18168.71,4.7,22.1,0.87,1.5,0
'Moree',29,5,1998,18164.76,4.7,22.9,0.93,2.31,0
'Moree',30,5,1998,18911.25,5.2,22.9,0.84,3.06,0
'Moree',31,5,1998,16433.1,6.9,23.7,1.07,5.4,0
'Moree',1,6,1998,9017.65,12.1,23.3,1.53,2.06,0
'Moree',2,6,1998,14182.83,12,24.3,1.56,2.06,0
'Moree',3,6,1998,13218.61,14.3,23.8,1.64,3.11,0.2
'Moree',4,6,1998,15627.45,9.9,20.8,1.39,2.56,11.4
'Moree',5,6,1998,18970.73,7.9,20.5,1.26,3.85,0
'Moree',6,6,1998,17496.65,6.6,20.9,1.09,2.31,0
'Moree',7,6,1998,14241.66,9.6,15.3,0.92,7.44,0
'Moree',8,6,1998,14007,2.7,14.5,0.82,4.36,0
'Moree',9,6,1998,14913.11,2.4,18.7,1,2.31,0
'Moree',10,6,1998,15912.26,4.4,19.2,0.94,3.31,0
'Moree',11,6,1998,15249.44,3.4,19.1,1.03,3.85,0
'Moree',12,6,1998,15750.11,7.3,21.3,0.96,3.11,0
'Moree',13,6,1998,1254.78,5.1,16.1,1.07,1.31,0
'Moree',14,6,1998,12548.96,6.9,18.9,0.95,2.81,0
'Moree',15,6,1998,1331.23,10.5,14.8,1.18,2.06,0
'Moree',16,6,1998,1688.41,10.5,14.1,1.21,3.86,6.2
'Moree',17,6,1998,14306.94,3.1,16.3,0.84,3.61,0.6
'Moree',18,6,1998,14941.78,2.5,18.2,0.85,3.36,0
'Moree',19,6,1998,15154.58,3.7,19.2,0.97,3.61,0
'Moree',20,6,1998,4910.77,9.2,19.7,1.16,4.36,0
'Moree',21,6,1998,5431.77,11.9,20.5,1.39,6.4,0
'Moree',22,6,1998,2190.26,13.8,18.2,1.72,4.65,1.6
'Moree',23,6,1998,14337.23,5,11.7,0.73,10.25,17.8
'Moree',24,6,1998,12673.87,3,11.8,0.74,7.19,0.2
'Moree',25,6,1998,3310.41,0.4,12.3,0.87,3.86,0
'Moree',26,6,1998,8431.96,2.5,12.8,0.91,4.11,0
'Moree',27,6,1998,11732.28,2,18.4,0.96,3.86,0
'Moree',28,6,1998,206.43,7.5,13.7,1.24,3.61,0
'Moree',29,6,1998,206.43,3.1,11.6,1.08,3.61,0.2
'Moree',30,6,1998,1674.26,7.6,11.7,1.02,5.4,20
'Moree',1,7,1998,7792.17,6.6,12.3,1,6.19,8
'Moree',2,7,1998,7897.86,1.6,12.9,0.83,2.86,0.2
'Moree',3,7,1998,5333.29,1.4,14.6,0.92,3.31,0.2
'Moree',4,7,1998,162.3,7.6,14.7,1.34,3.36,7
'Moree',5,7,1998,16270.42,8.6,19.7,1.43,3.61,5
'Moree',6,7,1998,11162.68,11.8,21.7,1.64,4.11,0
'Moree',7,7,1998,11239.19,11.9,22.2,1.62,1.81,0
'Moree',8,7,1998,2011.96,12.5,14.3,1.3,1.06,0.2
'Moree',9,7,1998,14550.08,6.1,12.7,0.85,6.94,1
'Moree',10,7,1998,13213.03,1.9,11.1,0.77,7.44,0
'Moree',11,7,1998,13160.16,0.5,16.4,0.89,3.11,0
'Moree',12,7,1998,15411.07,3.3,18.8,1.01,3.11,0
'Moree',13,7,1998,1024.2,8.7,14.8,1.39,3.11,0.2
'Moree',14,7,1998,11032.26,5.8,12,0.81,5.65,3
'Moree',15,7,1998,6826.37,-0.2,12.8,0.79,3.86,0.2
'Moree',16,7,1998,10402.22,3.8,16.9,0.95,1.81,0
'Moree',17,7,1998,3666.74,6.5,17.8,1.18,3.11,0
'Moree',18,7,1998,1200.87,10.5,14.9,1.49,5.65,13
'Moree',19,7,1998,6965.97,12.1,20.1,1.72,1.31,25
'Moree',20,7,1998,13214.81,13.9,21.8,1.76,8.25,0.2
'Moree',21,7,1998,4902.63,12.6,14.5,1.35,4.11,4
'Moree',22,7,1998,10378.15,6.7,15.1,1.07,2.61,8
'Moree',23,7,1998,14354.47,3.6,16.4,0.96,2.36,0.2
'Moree',24,7,1998,11852.69,6.1,18.3,1.14,3.36,0
'Moree',25,7,1998,2498.07,8.8,17.1,1.15,4.9,0
'Moree',26,7,1998,1538.25,11.5,15.8,1.53,4.65,9
'Moree',27,7,1998,2734.68,8.7,20.6,1.79,7.19,4
'Moree',28,7,1998,15328,10.8,13.7,0.79,8.75,34
'Moree',29,7,1998,11042.95,4.8,12.2,0.74,6.94,0
'Moree',30,7,1998,3331.02,3.8,10.4,0.82,6.4,0
'Moree',31,7,1998,2389.47,4.9,10.9,0.81,5.65,0
'Moree',1,8,1998,12625.93,1,11.3,0.7,2.56,0
'Moree',2,8,1998,14877.49,2.2,18,1.04,3.61,0
'Moree',3,8,1998,15343.2,7.3,20.5,1.31,4.61,0
'Moree',4,8,1998,3087.98,12.4,17.6,1.46,4.11,0
'Moree',5,8,1998,1461.29,12.7,16,1.64,3.36,4.2
'Moree',6,8,1998,4174.44,13.3,15.8,1.44,5.65,15.4
'Moree',7,8,1998,12415.19,9.4,16.4,1.15,8.25,0.2
'Moree',8,8,1998,5731.51,8.8,16.3,1.23,8.5,1.4
'Moree',9,8,1998,15901.66,6.6,18.2,1.21,4.65,0.2
'Moree',10,8,1998,16492.09,5.7,19.4,1.19,3.36,0
'Moree',11,8,1998,13368.55,4.9,16.7,0.97,4.15,0.2
'Moree',12,8,1998,10537.77,5.4,17.6,1,3.61,0
'Moree',13,8,1998,17139,5.4,20.4,1.15,2.61,0
'Moree',14,8,1998,16515.97,7.2,21.7,1.27,2.86,0
'Moree',15,8,1998,10501.55,9.4,21.2,1.5,3.61,0
'Moree',16,8,1998,18906.07,12.1,22,1.44,3.35,11.6
'Moree',17,8,1998,18609.97,8.9,21.6,1.36,2.06,0
'Moree',18,8,1998,17880.69,10.1,20.9,1.38,3.35,0
'Moree',19,8,1998,18426.07,6.9,18.9,1.04,3.11,0
'Moree',20,8,1998,18101.88,5.1,21,1.16,4.86,0
'Moree',21,8,1998,16450.32,9.7,21.7,1.35,5.4,0
'Moree',22,8,1998,18705.46,12.1,22.2,1.57,8.19,0
'Moree',23,8,1998,8137.91,14.4,19,1.6,2.36,16.8
'Moree',24,8,1998,18488.16,3.9,18.1,0.7,4.65,0.6
'Moree',25,8,1998,17588.11,5.6,19.2,0.94,4.11,0
'Moree',26,8,1998,1454.37,8.9,14.8,1.2,5.65,0.8
'Moree',27,8,1998,4185.75,10.4,14.4,1.24,3.86,68.8
'Moree',28,8,1998,19088.39,7.5,20,1,4.36,2
'Moree',29,8,1998,19051.23,7.9,20.7,1.28,3.11,0
'Moree',30,8,1998,19405.06,8.4,20.6,1.19,3.86,0
'Moree',31,8,1998,6216.85,9.3,21.5,1.39,3.36,0
'Moree',1,9,1998,3515.89,13.1,18.1,1.83,3.36,8.2
'Moree',2,9,1998,19254.77,13.5,23,1.56,2.06,2.6
'Moree',3,9,1998,20391.95,9.5,23.8,1.28,4.11,0.2
'Moree',4,9,1998,17900.31,11.2,25.4,1.98,5.65,0
'Moree',5,9,1998,5980.51,17.8,19.9,2.03,5.94,33
'Moree',6,9,1998,18577.85,11.4,17.1,1.13,7.19,3.4
'Moree',7,9,1998,18467.25,7.9,21.1,1.26,1.25,0
'Moree',8,9,1998,11005.07,11.8,21.3,1.22,3.36,0
'Moree',9,9,1998,11004.51,10.1,21.6,1.14,3.61,0
'Moree',10,9,1998,12526.37,11.8,22.6,1.31,5.9,0.8
'Moree',11,9,1998,3253.91,14.3,18.6,1.77,4.86,1.2
'Moree',12,9,1998,10508.51,13.1,21.4,1.79,3.36,1.8
'Moree',13,9,1998,20177.31,12.5,24,1.63,3.9,5.4
'Moree',14,9,1998,8226.43,6.9,19.6,1.44,3.11,0.2
'Moree',15,9,1998,17439.44,10.1,17.6,1.06,7.69,11
'Moree',16,9,1998,17757.88,6.2,16.8,0.9,6.44,0
'Moree',17,9,1998,18466.33,4.2,20.7,1.02,3.11,0
'Moree',18,9,1998,18528.12,9,23,1.34,4.61,0
'Moree',19,9,1998,17351.37,13.6,23.7,1.46,5.4,0
'Moree',20,9,1998,21729.41,12.6,25.4,1.59,4.15,0
'Moree',21,9,1998,16146.24,14.4,24.1,1.56,5.94,0.2
'Moree',22,9,1998,21780.91,11.8,24.4,1.28,6.44,0
'Moree',23,9,1998,19970.35,13.4,25.7,1.28,7.69,0
'Moree',24,9,1998,6368.82,17.4,20.1,1.7,5.65,0
'Moree',25,9,1998,19586.41,10.6,19.9,1.12,3.86,25.4
'Moree',26,9,1998,18316.95,7.1,21.6,1.22,2.56,0
'Moree',27,9,1998,19283.37,9.7,22.2,1.24,1.06,0
'Moree',28,9,1998,20692.26,9.3,24.2,1.52,4.36,0
'Moree',29,9,1998,22453.3,11.5,27.3,1.65,3.61,0
'Moree',30,9,1998,24052.99,12.4,30,1.49,3.11,0
'Moree',1,10,1998,25180.31,13.9,29.8,1.3,3.86,0
'Moree',2,10,1998,24567.78,13.2,28.2,1.36,4.36,0
'Moree',3,10,1998,24034.46,11.6,28.7,1.31,2.61,0
'Moree',4,10,1998,19409.47,12.6,29.8,1.32,2.86,0
'Moree',5,10,1998,23247.99,13.7,30.6,1.47,4.36,0
'Moree',6,10,1998,8319.87,18.8,24.6,1.51,6.4,0
'Moree',7,10,1998,20247.33,10,18.3,0.91,6.19,8.4
'Moree',8,10,1998,18839.45,6.1,19.1,0.75,3.36,0
'Moree',9,10,1998,7273.39,10.4,19,1,2.56,0
'Moree',10,10,1998,17453.81,9.8,20,1.01,7.19,2.2
'Moree',11,10,1998,15066.22,6.3,21.3,0.88,1.81,0
'Moree',12,10,1998,16541,9.5,25.7,1.01,3.61,0
'Moree',13,10,1998,21543.2,14.2,29.9,1.49,5.15,0
'Moree',14,10,1998,23322.4,8.6,25.6,0.64,4.36,0
'Moree',15,10,1998,21998.35,7.8,27.6,0.88,3.35,0
'Moree',16,10,1998,25830.69,11.1,30.2,1.07,3.61,0
'Moree',17,10,1998,26516.56,13,29.8,1.28,4.6,0
'Moree',18,10,1998,26993.85,14.9,33,1.5,6.44,0
'Moree',19,10,1998,28709.5,19.2,34.1,1.26,5.69,0
'Moree',20,10,1998,17880.51,12.8,19.3,0.94,9,6.2
'Moree',21,10,1998,20779.06,4.6,22.2,0.67,1.81,0
'Moree',22,10,1998,22375.17,7.4,26,0.97,2.86,0
'Moree',23,10,1998,23965.28,9.1,25.4,0.68,2.86,0
'Moree',24,10,1998,13668.37,11,27,1.37,4.35,0
'Moree',25,10,1998,5053.49,14.1,18.3,1.67,7.46,40
'Moree',26,10,1998,17087.73,15,24.8,1.96,3.36,4.2
'Moree',27,10,1998,23397.83,14.4,22.4,1.39,7.44,0.2
'Moree',28,10,1998,18330.1,4.1,19.8,0.55,3.36,0
'Moree',29,10,1998,22000.64,6.2,24.7,0.95,4.65,0
'Moree',30,10,1998,2966.96,15.1,18.5,1.76,4.61,1
'Moree',31,10,1998,23340,14,24.6,1.45,4.9,10.2
'Moree',1,11,1998,23893.45,9.3,24.8,1.07,5.65,0
'Moree',2,11,1998,21240.09,12.5,23.4,0.92,4.4,0
'Moree',3,11,1998,23595.21,7.3,24.5,0.74,3.36,0
'Moree',4,11,1998,24767.06,9.8,26.8,1.13,3.86,0
'Moree',5,11,1998,20860.06,12.8,27.6,1.25,5.65,0
'Moree',6,11,1998,21492.24,13.8,30.3,1.36,4.4,0
'Moree',7,11,1998,26362.83,17.9,31.2,1.53,5.9,0
'Moree',8,11,1998,10298.04,20.5,26.6,1.72,5.4,0
'Moree',9,11,1998,25962.64,15.3,30.6,1.73,3.61,0
'Moree',10,11,1998,25024.82,17.5,29.7,1.57,3.86,0
'Moree',11,11,1998,10203.21,16.5,25.1,1.34,4.15,0
'Moree',12,11,1998,6369,20.1,23.1,1.99,6.69,0
'Moree',13,11,1998,17488.92,17.5,28.7,1.8,5.4,8.8
'Moree',14,11,1998,26307.26,13.1,28.4,1.47,2.31,0
'Moree',15,11,1998,27257.59,13.3,30.6,1.37,4.65,0
'Moree',16,11,1998,28022.43,14.9,32.3,1.33,5.65,0
'Moree',17,11,1998,27370.98,15.8,31.5,1.38,3.36,0
'Moree',18,11,1998,18781.94,16.9,25.6,1.67,4.9,0
'Moree',19,11,1998,25288.95,10.7,25.8,0.92,4.35,9.8
'Moree',20,11,1998,23942.48,10.5,25,0.91,3.36,0
'Moree',21,11,1998,26403.41,11,27.8,1.03,3.36,0
'Moree',22,11,1998,25457.33,11.4,30.1,1.33,3.06,0
'Moree',23,11,1998,21660.18,16.4,33.1,1.21,7.44,0
'Moree',24,11,1998,14780.18,15.2,26.2,1.92,4.36,3.6
'Moree',25,11,1998,13089.54,16.6,27.3,2.05,3.36,1.4
'Moree',26,11,1998,26188.56,12.7,28.7,1.22,3.11,10.6
'Moree',27,11,1998,23842.65,12.6,29.3,1.1,4.9,0
'Moree',28,11,1998,25033.17,19,28,1.42,6.44,1.4
'Moree',29,11,1998,19633.93,7.7,26.1,0.73,3.06,0
'Moree',30,11,1998,26621.21,10.1,28.8,0.82,2.31,0
'Moree',1,12,1998,27108.63,11.9,28.6,0.84,3.61,0
'Moree',2,12,1998,27273.12,11.6,28.7,0.92,3.86,0
'Moree',3,12,1998,22056.18,13.9,30.8,1.26,4.65,0
'Moree',4,12,1998,27669.44,13.2,35.3,1.1,6.4,0
'Moree',5,12,1998,28719.08,15,31.5,0.89,4.4,0
'Moree',6,12,1998,25561.7,12.6,31.4,1.32,3.61,0
'Moree',7,12,1998,26587.3,16.7,33.7,1.52,4.65,0
'Moree',8,12,1998,25984.75,18.3,34.9,1.66,5.65,0
'Moree',9,12,1998,28844.66,18.9,31.9,1.7,4.65,0.8
'Moree',10,12,1998,30337.66,19.5,33.8,1.4,4.1,0
'Moree',11,12,1998,29461.59,20.1,34,1.65,4.65,0
'Moree',12,12,1998,29866.53,20,31.6,1.47,6.15,0
'Moree',13,12,1998,28507.69,18.6,32.6,1.63,4.65,0
'Moree',14,12,1998,30405.75,19,34.5,1.71,4.4,0
'Moree',15,12,1998,19810.83,22,32.7,1.89,5.15,0
'Moree',16,12,1998,27828.2,17.9,33.4,1.94,3.36,7
'Moree',17,12,1998,31060.23,18.5,35.3,1.65,4.9,0
'Moree',18,12,1998,19524.44,21,35.3,2.3,4.11,0
'Moree',19,12,1998,31474.67,19.1,35.1,1.55,4.11,1.6
'Moree',20,12,1998,27392,21.5,37.7,1.61,8.25,0
'Moree',21,12,1998,27899.93,19.7,31.9,1.71,5.94,2.4
'Moree',22,12,1998,27655.59,15.3,33.2,1.57,3.6,0
'Moree',23,12,1998,28584.01,17.3,33,1.23,4.9,0
'Moree',24,12,1998,27788.85,17.4,34.9,1.38,4.9,0
'Moree',25,12,1998,29507.88,17.6,33.5,1.59,2.86,0.2
'Moree',26,12,1998,30939.05,21.3,36.6,1.54,6.69,0
'Moree',27,12,1998,30328.14,18.3,28.7,0.71,7.69,0.8
'Moree',28,12,1998,25076.68,10.9,31.4,0.47,5.15,0
'Moree',29,12,1998,18934.32,18.7,32.8,0.72,4.86,0
'Moree',30,12,1998,27427.32,16.6,36.7,0.97,2.86,0
'Moree',31,12,1998,10937.13,24.2,29,2.24,3.61,0
'Moree',1,1,1999,6297.12,18.2,20.1,2,5.65,45.2
'Moree',2,1,1999,7364.26,17.6,23.9,2.13,5.4,32.6
'Moree',3,1,1999,24770.16,18.7,31,2.06,2.86,2.8
'Moree',4,1,1999,29942.85,20.3,33.4,2.11,3.61,0
'Moree',5,1,1999,29288.7,19.5,32.8,1.85,4.11,0
'Moree',6,1,1999,30255.07,20.2,32.7,1.82,2.81,0
'Moree',7,1,1999,29692.17,19,32.2,1.84,3.61,0
'Moree',8,1,1999,30503.98,20.9,33.6,1.75,4.9,0
'Moree',9,1,1999,19814.35,23,34.1,1.89,4.9,0
'Moree',10,1,1999,30389.05,20.3,34.5,2.22,3.86,6.2
'Moree',11,1,1999,30224.41,20.1,35.8,1.92,5.15,0
'Moree',12,1,1999,23611.9,24.2,35.5,2.15,3.11,0
'Moree',13,1,1999,31007.25,21.3,35.4,2.15,3.06,10.4
'Moree',14,1,1999,22578.58,22,35.3,2.32,2.31,0
'Moree',15,1,1999,28668.93,20.4,33.8,1.91,3.11,0
'Moree',16,1,1999,30203.95,18.1,33.8,1.54,4.11,0
'Moree',17,1,1999,30312.36,19.4,34.6,1.68,4.35,0
'Moree',18,1,1999,30596.76,18.1,34.1,1.41,4.65,0
'Moree',19,1,1999,30958.5,19.3,34.8,1.62,4.1,0
'Moree',20,1,1999,28830.72,20.4,35.5,1.76,3.85,0
'Moree',21,1,1999,18660.04,21,31.2,1.76,6.94,0.4
'Moree',22,1,1999,28288.42,17.8,32.7,1.45,4.11,0
'Moree',23,1,1999,29308.58,16.9,34.1,1.41,3.61,0
'Moree',24,1,1999,31939.96,21.3,36.5,1.7,4.65,0
'Moree',25,1,1999,27448.55,23.4,35.1,2.07,5.4,0
'Moree',26,1,1999,27452.25,22.2,35.5,1.98,4.65,0
'Moree',27,1,1999,18925.03,22.2,32.8,2.1,2.86,0.6
'Moree',28,1,1999,9918.06,21.1,27.8,2.2,4.9,0
'Moree',29,1,1999,28251.02,19.1,32.1,2.23,3.36,21.8
'Moree',30,1,1999,24800.06,20.8,35.3,2.09,2.86,0
'Moree',31,1,1999,24117.65,20,33.9,2.07,5.94,5.2
'Moree',1,2,1999,7100.08,18.8,24,2.04,5.15,14.4
'Moree',2,2,1999,24634.97,18.1,30,1.95,6.19,3
'Moree',3,2,1999,20643.88,15.7,29.3,1.57,3.61,0
'Moree',4,2,1999,25655.53,16.4,31.4,1.51,6.69,0
'Moree',5,2,1999,25406.09,14.8,30.7,1.37,3.11,0
'Moree',6,2,1999,27604.69,19,32.6,1.81,2.86,0
'Moree',7,2,1999,29907.67,20.4,34.3,1.92,4.9,0
'Moree',8,2,1999,10670.44,21.9,28.6,2.07,5.4,3.4
'Moree',9,2,1999,12248.16,20.8,30.6,1.87,6.9,0.4
'Moree',10,2,1999,22558.17,22.2,32.1,1.83,6.19,0
'Moree',11,2,1999,27857.23,16.3,32.7,1.44,5.69,0
'Moree',12,2,1999,27652.64,15.3,32.5,1.45,4.65,0
'Moree',13,2,1999,29938.54,19.3,34.7,1.65,4.61,0
'Moree',14,2,1999,30709.44,19.6,36.3,1.77,3.61,0
'Moree',15,2,1999,31106.91,19.3,37.5,1.8,4.15,0
'Moree',16,2,1999,29251,22.5,39,1.78,4.86,0
'Moree',17,2,1999,31957.31,21.9,39.8,1.67,5.11,0
'Moree',18,2,1999,29069.47,19.7,32.5,1.53,5.1,0
'Moree',19,2,1999,25582.09,10.3,31.8,0.92,3.61,0
'Moree',20,2,1999,28184.08,16.3,32.6,1.02,3.6,0
'Moree',21,2,1999,27476.47,16.9,32.4,1.16,4.11,0
'Moree',22,2,1999,25865.29,17.3,32,1.05,4.61,0
'Moree',23,2,1999,24747.76,16.1,31.4,1.3,3.61,0
'Moree',24,2,1999,16918.52,21.3,30.7,1.54,3.36,0
'Moree',25,2,1999,23095.07,16.4,31.5,1.3,4.11,0
'Moree',26,2,1999,19939.98,18.8,29,1.94,2.86,2.6
'Moree',27,2,1999,17058.95,16.8,30.7,1.61,5.4,0
'Moree',28,2,1999,9681.85,19.8,28.7,1.99,5.9,0
'Moree',1,3,1999,6392.25,18.9,24.3,2.44,5.4,18.6
'Moree',2,3,1999,5851.03,20.7,23.6,2.59,3.11,11.6
'Moree',3,3,1999,17019.88,20.4,28,2.34,2.06,45.2
'Moree',4,3,1999,26269.28,18.5,31.9,2.39,3.11,1
'Moree',5,3,1999,24529.79,20,34.1,2.13,3.61,0
'Moree',6,3,1999,27268.95,17.7,33.4,1.79,2.36,0.6
'Moree',7,3,1999,25364.86,20.7,32.8,1.64,4.11,0
'Moree',8,3,1999,20896.95,19.1,31.2,1.68,3.06,0
'Moree',9,3,1999,25595.77,15.3,29.7,1.42,3.86,0
'Moree',10,3,1999,25193.47,13.5,29.8,1.39,2.36,0
'Moree',11,3,1999,19520.78,16.2,30.7,1.87,1.81,0
'Moree',12,3,1999,24067.04,18.1,30.1,1.87,2.36,0
'Moree',13,3,1999,25529.49,16.6,30.7,1.81,3.86,0
'Moree',14,3,1999,25931.36,17.4,31.9,1.79,4.9,0
'Moree',15,3,1999,25741.86,17.3,33.4,1.71,4.61,0
'Moree',16,3,1999,26093.4,20.4,34.5,1.84,4.86,0
'Moree',17,3,1999,19862.74,20,32.2,1.96,4.9,0
'Moree',18,3,1999,19349.08,18.2,28.9,2.05,5.4,17.2
'Moree',19,3,1999,8120.09,19.7,26.1,1.79,4.36,0
'Moree',20,3,1999,8890.8,19.8,25.1,1.96,3.9,0
'Moree',21,3,1999,23876.1,16.8,31.1,2.01,3.61,0
'Moree',22,3,1999,16069.07,21.1,32.8,2.28,8.5,0
'Moree',23,3,1999,20684.64,12,29.7,1.53,2.36,0
'Moree',24,3,1999,24291.97,14.6,29.4,1.23,2.86,0
'Moree',25,3,1999,24501.25,13.7,29.3,1.35,2.86,0
'Moree',26,3,1999,24982.43,14.3,30.7,1.61,2.86,0
'Moree',27,3,1999,26114.57,16.6,32.1,1.66,4.15,0
'Moree',28,3,1999,24194.74,19.3,27.8,1.33,5.9,0
'Moree',29,3,1999,21794.34,7.8,26.2,0.9,1.56,0
'Moree',30,3,1999,17273.04,14.4,28.6,1.7,5.9,0
'Moree',31,3,1999,19537.32,18.6,29.7,1.75,4.11,0
'Moree',1,4,1999,18590.93,19.2,30.6,1.8,5.94,1.8
'Moree',2,4,1999,8414.04,17.6,25.9,1.91,5.9,0
'Moree',3,4,1999,8110.79,17.4,25.2,1.74,5.4,2.4
'Moree',4,4,1999,7292.04,17.9,24.4,1.72,3.36,0
'Moree',5,4,1999,4557.6,18,22.2,2.14,2.86,0.2
'Moree',6,4,1999,22907.64,14.6,25.9,1.41,7.94,15.8
'Moree',7,4,1999,20832.7,9.8,26,1.15,1,0
'Moree',8,4,1999,15965.79,12.9,25.1,1.36,3.11,0
'Moree',9,4,1999,20830.73,12.4,27.3,1.08,4.4,0
'Moree',10,4,1999,24983.27,13,27.8,1.16,4.86,0
